,id,url,image_url,price,name,properties
143,144,https://www.hemden.de/seidensticker-hemd-x-slim-schwarz-einfarbig-langarm-477870.39,https://cdn.hemden.de/media/image/3a/e4/d5/477870-39_800TpXDBJMNhKkx5.jpg,59.95,"Seidensticker Hemd - X-Slim - schwarz, Einfarbig","{'Marke': 'Seidensticker', 'Schnitt': 'Stark tailliert', 'Stoff': 'Popeline Stretch', 'Armlänge cm': '67cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'Modern Kent', 'Pflege': 'Bügelfrei', 'Waschbar bis': '40 Grad', 'Farbe': 'schwarz', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette', 'Besonderheiten': 'Stretch'}"
144,145,https://www.hemden.de/seidensticker-slim-fit-hemd-weiss-einfarbig-langarm-675670.01,https://cdn.hemden.de/media/image/b2/d3/1f/675670-01_800nAOiGb6ReC37C.jpg,69.95,"Seidensticker Slim Fit Hemd weiss, Einfarbig","{'Marke': 'Seidensticker', 'Schnitt': 'Taillierter Schnitt', 'Stoff': 'Stoffart: Popeline', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '67,5cm', 'Material': '100% Baumwolle', 'Kragenart': 'George-Party', 'Pflege': 'Bügelfrei', 'Waschbar bis': '40 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Umschlagmanschette', 'Besonderheiten': 'verdeckte Knopfleiste'}"
145,146,https://www.hemden.de/venti-modern-fit-hemd-grau-einfarbig-langarm-001480.705,https://cdn.hemden.de/media/image/68/95/7b/001480-705_800.jpg,49.95,"Venti Modern Fit Hemd grau, Einfarbig","{'Marke': 'Venti', 'Schnitt': 'Leicht tailliert', 'Stoff': 'Stoffart: Popeline', 'Armlänge cm': '65cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'Kent', 'Material': '100% Baumwolle', 'Waschbar bis': '40 Grad', 'Farbe': 'grau', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette'}"
146,147,https://www.hemden.de/marvelis-body-fit-hemd-schwarz/weiss-faux-uni-langarm-7503.24.68,https://cdn.hemden.de/media/image/1b/be/7b/7503-24-68_800HTk3HoR8qyX4p.jpg,39.95,"Marvelis Body Fit Hemd schwarz/weiss, Faux-Uni","{'Marke': 'Marvelis', 'Schnitt': 'Taillierter Schnitt', 'Stoff': 'Stoffart: Popeline', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '64cm', 'Material': '100% Baumwolle', 'Kragenart': 'New York Kent', 'Pflege': 'Bügelleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'schwarz/weiss', 'Muster': 'Faux-uni', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Sportmanschette', 'Besonderheiten': 'Patch im Kragen'}"
147,148,https://www.hemden.de/seidensticker-hemd-tailored-weiss-einfarbig-langarm-245270.01,https://cdn.hemden.de/media/image/91/12/ee/245270-01_800N9fOMSXqrHwlq.jpg,69.95,"Seidensticker Hemd - Tailored - weiss, Einfarbig","{'Marke': 'Seidensticker', 'Schnitt': 'Leicht tailliert', 'Stoff': 'Stoffart: Popeline', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '67cm', 'Material': '100% Baumwolle', 'Kragenart': 'Modern Kent', 'Pflege': 'Bügelfrei', 'Waschbar bis': '40 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Umschlagmanschette', 'Besonderheiten': 'verdeckte Knopfleiste'}"
148,149,https://www.hemden.de/casa-moda-comfort-fit-galahemd-weiss-einfarbig-langarm-005350.0,https://cdn.hemden.de/media/image/e7/2e/17/005350-0_8005a8f62cc2936b.jpg,49.95,"Casa Moda Comfort Fit Galahemd weiss, Einfarbig","{'Marke': 'Casa Moda', 'Schnitt': 'Gerader Schnitt', 'Stoff': 'Stoffart: Popeline', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '65cm', 'Material': '100% Baumwolle', 'Kragenart': 'Kläppchen', 'Waschbar bis': '40 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Umschlagmanschette', 'Besonderheiten': 'verdeckte Knopfleiste'}"
149,150,https://www.hemden.de/marvelis-body-fit-hemd-weiss-einfarbig-langarm-7530.24.68,https://cdn.hemden.de/media/image/cc/04/02/7530-24-68_800Sk4tZrUoecr53.jpg,43.95,"Marvelis Body Fit Hemd weiß, Einfarbig","{'Marke': 'Marvelis', 'Schnitt': 'Taillierter Schnitt', 'Stoff': 'Stoffart: Popeline', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '64cm', 'Material': '100% Baumwolle', 'Kragenart': 'Doppel-Button-Down', 'Waschbar bis': '40 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Sportmanschette', 'Besonderheiten': 'Patch im Kragen'}"
150,151,https://www.hemden.de/casa-moda-galahemd-evening-weiss-einfarbig-langarm-005335.0,https://cdn.hemden.de/media/image/84/a2/6a/005335-0_80059161ada45a7a.jpg,49.95,"Casa Moda Galahemd Evening - weiss, Einfarbig","{'Marke': 'Casa Moda', 'Schnitt': 'Gerader Schnitt', 'Stoff': 'Uni-Popeline', 'Armlänge cm': '65cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'Kent', 'Pflege': 'Bügelfrei', 'Waschbar bis': '30 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Umschlagmanschette'}"
151,152,https://www.hemden.de/marvelis-body-fit-hemd-schwarz-einfarbig-langarm-6798.64.68,https://cdn.hemden.de/media/image/9f/a3/cf/6798-64-68_800laJsjv492cwij.jpg,39.95,"Marvelis Body Fit Hemd schwarz, Einfarbig","{'Marke': 'Marvelis', 'Schnitt': 'Taillierter Schnitt', 'Stoff': 'Uni', 'Armlänge cm': '64cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'New York Kent', 'Pflege': 'Bügelleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'schwarz', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Sportmanschette'}"
152,153,https://www.hemden.de/venti-modern-fit-hemd-anthrazit-einfarbig-langarm-001480.706,https://cdn.hemden.de/media/image/d1/ae/75/001480-706_800YRAEYW4Emp4fK.jpg,49.95,"Venti Modern Fit Hemd anthrazit, Einfarbig","{'Marke': 'Venti', 'Schnitt': 'Leicht tailliert', 'Stoff': 'Stoffart: Popeline', 'Armlänge cm': '65cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'Kent', 'Material': '100% Baumwolle', 'Waschbar bis': '40 Grad', 'Farbe': 'anthrazit', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette'}"
153,154,https://www.hemden.de/casa-moda-modern-fit-hemd-weiss-einfarbig-langarm-006550.0,https://cdn.hemden.de/media/image/0f/45/c4/006550-0_8001RLzKmQNwrCoV.jpg,49.95,"Casa Moda Modern Fit Hemd weiss, Einfarbig","{'Marke': 'Casa Moda', 'Stoff': 'Uni-Popeline', 'Schnitt': 'Leicht tailliert', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '65cm', 'Material': '100% Baumwolle', 'Kragenart': 'Kent', 'Pflege': 'Bügelfrei', 'Waschbar bis': '40 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Kombimanschette'}"
154,155,https://www.hemden.de/casa-moda-modern-fit-galahemd-beige-einfarbig-langarm-005550.62,https://cdn.hemden.de/media/image/e8/08/e3/005550-62_800.jpg,49.95,"Casa Moda Modern Fit Galahemd beige, Einfarbig","{'Marke': 'Casa Moda', 'Schnitt': 'Leicht tailliert', 'Stoff': 'Stoffart: Popeline', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '65cm', 'Material': '100% Baumwolle', 'Kragenart': 'Kläppchen', 'Waschbar bis': '40 Grad', 'Farbe': 'beige', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Umschlagmanschette', 'Besonderheiten': 'verdeckte Knopfleiste'}"
155,156,https://www.hemden.de/olymp-level-five-body-fit-hemd-hellbeige-einfarbig-langarm-6095.65.20,https://cdn.hemden.de/media/image/de/9b/7d/6095-65-20_800SK3GBxwYlZDOt.jpg,69.95,"OLYMP Level Five Body Fit Hemd hellbeige, Einfarbig","{'Marke': 'OLYMP', 'Stoff': 'Uni-Popeline', 'Nachhaltigkeit': 'OLYMP GREENCHOICE', 'Schnitt': 'Taillierter Schnitt', 'Armlänge cm': '65cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'Haifisch', 'Material': '97% Baumwolle / 3% Elastolefin', 'Pflege': 'Pflegeleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'hellbeige', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Umschlagmanschette'}"
156,157,https://www.hemden.de/herrenhemd/seidensticker/tailored/weiss/business-kent/langarm-67cm/einfarbig/24647001,https://cdn.hemden.de/media/image/5f/ed/fb/246470-01_8005bb7551a9c868.jpg,69.95,"Seidensticker Original Hemd - Tailored - weiss, Einfarbig","{'Marke': 'Seidensticker', 'Schnitt': 'Leicht tailliert', 'Stoff': 'Twill', 'Armlänge cm': '67cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'Business Kent', 'Pflege': 'Bügelfrei', 'Waschbar bis': '40 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette'}"
157,158,https://www.hemden.de/hatico-regular-fit-hemd-schwarz-einfarbig-langarm-3209.250.07,https://cdn.hemden.de/media/image/f1/d7/67/3209-250-07_800HSQbH7UVXR9WF.jpg,59.95,"Hatico Regular Fit Hemd schwarz, Einfarbig","{'Marke': 'Hatico', 'Stoff': 'Stoffart: Popeline', 'Schnitt': 'Gerader Schnitt', 'Armlänge cm': '65cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'Kent', 'Material': '100% Baumwolle', 'Pflege': 'Bügelfrei', 'Farbe': 'schwarz', 'Muster': 'Einfarbig', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Kombimanschette'}"
158,159,https://www.hemden.de/eterna-comfort-fit-hemd-hellblau-strukturiert-langarm-4671.e147.11,https://cdn.hemden.de/media/image/ce/0f/f9/4671-E147-11_800.jpg,59.95,"ETERNA Comfort Fit Hemd hellblau, Strukturiert","{'Marke': 'ETERNA', 'Stoff': 'Struktur', 'Nachhaltigkeit': 'Grüner Knopf', 'Schnitt': 'Gerader Schnitt', 'Armlänge cm': '65cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'Kent', 'Material': '100% Baumwolle', 'Pflege': 'Bügelfrei', 'Waschbar bis': '40 Grad', 'Farbe': 'hellblau', 'Muster': 'Strukturiert', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Kombimanschette', 'Besonderheiten': 'Patch in Kragen / Manschette'}"
159,160,https://www.hemden.de/casa-moda-modern-fit-galahemd-weiss-einfarbig-langarm-005535.0,https://cdn.hemden.de/media/image/8d/3a/87/005535-0_800.jpg,49.95,"Casa Moda Modern Fit Galahemd weiss, Einfarbig","{'Marke': 'Casa Moda', 'Schnitt': 'Leicht tailliert', 'Stoff': 'Stoffart: Popeline', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '65cm', 'Material': '100% Baumwolle', 'Kragenart': 'Kent', 'Waschbar bis': '40 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Umschlagmanschette', 'Besonderheiten': 'verdeckte Knopfleiste'}"
160,161,https://www.hemden.de/venti-modern-fit-hemd-dunkelblau-einfarbig-langarm-001480.116,https://cdn.hemden.de/media/image/5a/1e/0b/001480-116_800SrcsX9kFhRax4.jpg,49.95,"Venti Modern Fit Hemd dunkelblau, Einfarbig","{'Marke': 'Venti', 'Schnitt': 'Leicht tailliert', 'Stoff': 'Stoffart: Popeline', 'Armlänge cm': '65cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'Kent', 'Material': '100% Baumwolle', 'Waschbar bis': '40 Grad', 'Farbe': 'dunkelblau', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette'}"
161,162,https://www.hemden.de/olymp-tendenz-modern-fit-hemd-bleu-einfarbig-langarm-0740.64.11,https://cdn.hemden.de/media/image/37/41/f8/0740-64-11_800FPJuZw982DkSI.jpg,43.95,"OLYMP Tendenz Modern Fit Hemd bleu, Einfarbig","{'Marke': 'OLYMP', 'Stoff': 'Stoffart: Popeline', 'Schnitt': 'Leicht tailliert', 'Armlänge cm': '64cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'New Kent', 'Pflege': 'Bügelleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'bleu', 'Muster': 'Einfarbig', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Officemanschette'}"
162,163,https://www.hemden.de/marvelis-body-fit-hemd-bleu-hahnentritt-langarm-7504.34.11,https://cdn.hemden.de/media/image/c3/6c/10/7504-34-11_800.jpg,39.95,"Marvelis Body Fit Hemd bleu, Hahnentritt","{'Marke': 'Marvelis', 'Schnitt': 'Taillierter Schnitt', 'Stoff': 'Stoffart: Popeline', 'Armlänge cm': '64cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'Haifisch', 'Pflege': 'Bügelleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'bleu', 'Muster': 'Hahnentritt', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Sportmanschette'}"
163,164,https://www.hemden.de/marvelis-casual-regular-fit-hemd-marine-faux-uni-langarm-6082.34.18,https://cdn.hemden.de/media/image/59/2e/a2/6082-34-18_800.jpg,45.95,"Marvelis Casual Regular Fit Hemd marine, Faux-uni","{'Marke': 'Marvelis', 'Stoff': 'Leinen', 'Schnitt': 'Leicht tailliert', 'Armlänge cm': '64cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'Steh', 'Material': '100% Baumwolle', 'Pflege': 'Bügelleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'marine', 'Muster': 'Faux-uni', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Officemanschette', 'Besonderheiten': 'Patch im Kragen'}"
164,165,https://www.hemden.de/marvelis-body-fit-hemd-marine-faux-uni-langarm-7508.34.18,https://cdn.hemden.de/media/image/e3/eb/06/7508-34-18_800.jpg,45.95,"Marvelis Body Fit Hemd marine, Faux-uni","{'Marke': 'Marvelis', 'Schnitt': 'Taillierter Schnitt', 'Stoff': 'Stoffart: Popeline', 'Armlänge cm': '64cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'New York Kent', 'Pflege': 'Bügelleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'marine', 'Muster': 'Faux-uni', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Sportmanschette'}"
165,166,https://www.hemden.de/eterna-modern-fit-hemd-weiss-einfarbig-langarm-1100.x177.00,https://cdn.hemden.de/media/image/c7/a8/31/1100-X177-00_800wEcKo6zB1E5HZ.jpg,59.95,"Eterna Modern Fit Hemd weiss, Einfarbig","{'Marke': 'ETERNA', 'Stoff': 'Stoffart: Popeline', 'Schnitt': 'Leicht tailliert', 'Armlänge cm': '65cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'Kent', 'Material': '100% Baumwolle', 'Pflege': 'Bügelfrei und Knitterfrei', 'Waschbar bis': '40 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche'}"
166,167,https://www.hemden.de/olymp-luxor-comfort-fit-galahemd-beige-einfarbig-langarm-0294.65.21,https://cdn.hemden.de/media/image/c7/4b/c8/0294-65-21_800wlIYXdNsbDv9P.jpg,69.95,"OLYMP Luxor Comfort Fit Galahemd beige, Einfarbig","{'Marke': 'OLYMP', 'Stoff': 'Uni-Popeline', 'Nachhaltigkeit': 'OLYMP GREENCHOICE', 'Schnitt': 'Gerader Schnitt', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '65cm', 'Material': '100% Baumwolle', 'Kragenart': 'New Kent', 'Pflege': 'Pflegeleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'beige', 'Muster': 'Einfarbig', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Umschlagmanschette', 'Besonderheiten': 'verdeckte Knopfleiste'}"
167,168,https://www.hemden.de/hatico-regular-fit-hemd-weiss-langarm-3209.250.90,https://cdn.hemden.de/media/image/6b/06/3c/3209-250-90_800aX2fidgUlUiaK.jpg,59.95,"Hatico Regular Fit Hemd weiss,","{'Marke': 'Hatico', 'Stoff': 'Stoffart: Popeline', 'Schnitt': 'Gerader Schnitt', 'Armlänge cm': '65cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'Kent', 'Material': '100% Baumwolle', 'Pflege': 'Bügelfrei', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Kombimanschette'}"
168,169,https://www.hemden.de/marvelis-body-fit-hemd-ziegelrot-einfarbig-langarm-6799.64.33,https://cdn.hemden.de/media/image/bd/15/d1/6799-64-33_800.jpg,43.95,"Marvelis Body Fit Hemd ziegelrot, Einfarbig","{'Marke': 'Marvelis', 'Stoff': 'Uni-Popeline', 'Schnitt': 'Taillierter Schnitt', 'Armlänge cm': '64cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'Italian Kent', 'Pflege': 'Besonders bügelleicht', 'Waschbar bis': '30 Grad', 'Farbe': 'ziegelrot', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Sportmanschette'}"
169,170,https://www.hemden.de/eton-hemd-super-slim-weiss-einfarbig-langarm-3000.73811.00,https://cdn.hemden.de/media/image/47/a8/20/3000-73811-00_8005a1769a6b6905.jpg,169,"Eton Hemd - Super Slim - weiss, Einfarbig","{'Marke': 'ETON', 'Stoff': 'Twill', 'Schnitt': 'Stark tailliert', 'Armlänge cm': '66cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'Haifisch', 'Pflege': 'Bügelleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette'}"
170,171,https://www.hemden.de/eton-slim-fit-hemd-marine-einfarbig-langarm-3000.79511.29,https://cdn.hemden.de/media/image/fc/89/83/3000-79511-29_800.jpg,169,"Eton Slim Fit Hemd marine, Einfarbig","{'Marke': 'ETON', 'Stoff': 'Twill', 'Schnitt': 'Taillierter Schnitt', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '66cm', 'Material': '100% Baumwolle', 'Kragenart': 'Kent', 'Pflege': 'Bügelleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'marine', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette'}"
171,172,https://www.hemden.de/seidensticker-original-slim-fit-hemd-weiss-einfarbig-langarm-676550.01,https://cdn.hemden.de/media/image/0b/70/01/676550-01_800VlUflqQGkD9ow.jpg,69.95,"Seidensticker Original Slim Fit Hemd weiss, Einfarbig","{'Marke': 'Seidensticker', 'Schnitt': 'Taillierter Schnitt', 'Stoff': 'Twill', 'Armlänge cm': '67,5cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'Business Kent', 'Pflege': 'Bügelfrei', 'Waschbar bis': '40 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette'}"
172,173,https://www.hemden.de/olymp-dynamic-flex-luxor-24/seven-modern-fit-jerseyhemd-hellblau-strukturiert-langarm-1223.24.11,https://cdn.hemden.de/media/image/3c/de/30/1223-24-11_800KGPIlfRgfUTww.jpg,79.95,"OLYMP Dynamic Flex Luxor 24/Seven Modern Fit Jerseyhemd hellblau, Strukturiert","{'Marke': 'OLYMP', 'Stoff': 'Jersey', 'Nachhaltigkeit': 'OLYMP GREENCHOICE', 'Schnitt': 'Leicht tailliert', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '64cm', 'Material': '92% Baumwolle / 8% Elasthan', 'Kragenart': 'Button-Down', 'Waschbar bis': '40 Grad', 'Farbe': 'hellblau', 'Muster': 'Strukturiert', 'Brusttasche': 'Ohne Brusttasche', 'Besonderheiten': 'Patch in Kragen / Manschette'}"
173,174,https://www.hemden.de/seidensticker-modern-fit-hemd-hellblau-einfarbig-langarm-001000.12,https://cdn.hemden.de/media/image/77/d8/72/001000-12_800sSG4RaYNFl0F8.jpg,59.95,"Seidensticker Modern Fit Hemd hellblau, Einfarbig","{'Marke': 'Seidensticker', 'Stoff': 'Uni-Popeline', 'Schnitt': 'Leicht tailliert', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '66cm', 'Material': '100% Baumwolle', 'Kragenart': 'Kent', 'Pflege': 'Bügelfrei', 'Waschbar bis': '60 Grad', 'Farbe': 'hellblau', 'Muster': 'Einfarbig', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Officemanschette'}"
174,175,https://www.hemden.de/marvelis-body-fit-hemd-weiss-einfarbig-langarm-7524.34.00,https://cdn.hemden.de/media/image/74/0b/f6/7524-34-00_800.jpg,49.95,"Marvelis Body Fit Hemd weiss, Einfarbig","{'Marke': 'Marvelis', 'Schnitt': 'Taillierter Schnitt', 'Stoff': 'Stoffart: Popeline', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '64cm', 'Material': '100% Baumwolle', 'Kragenart': 'Button-Down', 'Pflege': 'Bügelleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Sportmanschette', 'Besonderheiten': 'Patch im Kragen'}"
175,176,https://www.hemden.de/venti-galahemd-modern-fit-weiss-einfarbig-langarm-001840.000,https://cdn.hemden.de/media/image/c1/a0/3b/001840-000_800KnQbthXWHDs9G.jpg,49.95,"Venti Galahemd Modern Fit - weiss, Einfarbig","{'Marke': 'Venti', 'Schnitt': 'Leicht tailliert', 'Stoff': 'Stoffart: Popeline', 'Armlänge cm': '65cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'Kent', 'Pflege': 'Bügelfrei', 'Waschbar bis': '40 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Umschlagmanschette', 'Besonderheiten': 'Patch im Kragen'}"
176,177,https://www.hemden.de/herrenhemd/seidensticker/gala/weiss/carmen/langarm-66cm/einfarbig/00103501,https://cdn.hemden.de/media/image/42/ea/c2/001035-01_800KUjkiLsKbmCM5.jpg,69.95,"Seidensticker Hemd - Gala - weiss, Einfarbig","{'Marke': 'Seidensticker', 'Schnitt': 'Leicht tailliert', 'Stoff': 'Stoffart: Popeline', 'Armlänge cm': '66cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'Carmen', 'Pflege': 'Bügelfrei', 'Waschbar bis': '60 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Umschlagmanschette'}"
177,178,https://www.hemden.de/herrenhemd/eterna/modern-fit/blau/weiss/new-kent/langarm-65cm/zuendholzstreifen/8992x14p16,https://cdn.hemden.de/media/image/03/28/d1/8992-X14P-16_800Kb8hYaPg81LdT.jpg,59.95,"ETERNA Modern Fit Hemd blau/weiss, Gestreift","{'Marke': 'ETERNA', 'Stoff': 'Twill', 'Nachhaltigkeit': 'Grüner Knopf', 'Schnitt': 'Leicht tailliert', 'Armlänge cm': '65cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'Modern Kent', 'Material': '100% Baumwolle', 'Pflege': 'Bügelfrei', 'Waschbar bis': '40 Grad', 'Farbe': 'blau/weiss', 'Muster': 'Gestreift', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette', 'Besonderheiten': 'Patch in Kragen / Manschette'}"
178,179,https://www.hemden.de/seidensticker-slim-fit-hemd-weiss-einfarbig-langarm-675674.01,https://cdn.hemden.de/media/image/46/4c/aa/675674-01_800VrR9gfdAxmbii.jpg,69.95,"Seidensticker Slim Fit Hemd weiss, Einfarbig","{'Marke': 'Seidensticker', 'Stoff': 'Stoffart: Popeline', 'Schnitt': 'Taillierter Schnitt', 'Armlänge cm': '67,5cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'Modern Kent', 'Material': '100% Baumwolle', 'Waschbar bis': '40 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette'}"
179,180,https://www.hemden.de/venti-galahemd-modern-fit-champagner-einfarbig-langarm-001940.002,https://cdn.hemden.de/media/image/c6/e2/f4/001940-002_800m4NRg4aa3yBX8.jpg,49.95,"Venti Galahemd Modern Fit - champagner, Einfarbig","{'Marke': 'Venti', 'Schnitt': 'Leicht tailliert', 'Stoff': 'Stoffart: Popeline', 'Armlänge cm': '65cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'Kläppchen', 'Pflege': 'Bügelfrei', 'Waschbar bis': '40 Grad', 'Farbe': 'champagner', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Umschlagmanschette', 'Besonderheiten': 'verdeckte Knopfleiste'}"
180,181,https://www.hemden.de/seidensticker-hemd-tailored-hellblau-einfarbig-langarm-022000.15,https://cdn.hemden.de/media/image/64/f1/b9/022000-15_8005yi608624dIjP.jpg,59.95,"Seidensticker Hemd - Tailored - hellblau, Einfarbig","{'Marke': 'Seidensticker', 'Stoff': 'Chambray', 'Schnitt': 'Leicht tailliert', 'Armlänge cm': '67cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'Business Kent', 'Pflege': 'Bügelfrei', 'Waschbar bis': '40 Grad', 'Farbe': 'hellblau', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette'}"
